file_path,split,label
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu_segment_0_aug_108.wav,train,burping
dataset_preprocessed/stage2\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477691332-1.7-f-26-hu_segment_2.wav,train,burping
dataset_preprocessed/stage2\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548393-1.0-f-26-ti_segment_1_aug_184.wav,train,burping
dataset_preprocessed/stage2\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti_segment_3_aug_42.wav,train,burping
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_2_aug_230.wav,train,burping
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp_segment_1_aug_58.wav,train,burping
dataset_preprocessed/stage2\tired\03ADDCFB-354E-416D-BF32-260CF47F7060-1433658024-1.1-f-04-ti_segment_1.wav,train,burping
dataset_preprocessed/stage2\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047590938-1.7-f-26-hu_segment_2.wav,train,burping
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp_segment_2_aug_147.wav,train,burping
dataset_preprocessed/stage2\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu_segment_2_aug_167.wav,train,burping
dataset_preprocessed/stage2\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti_segment_0_aug_129.wav,train,burping
dataset_preprocessed/stage2\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu_segment_1_aug_268.wav,train,burping
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc_segment_2.wav,train,burping
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_0_aug_270.wav,train,burping
dataset_preprocessed/stage2\hungry\FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770871-1.0-f-22-hu_segment_0.wav,train,burping
dataset_preprocessed/stage2\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp_segment_2_aug_332.wav,train,burping
dataset_preprocessed/stage2\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu_segment_0_aug_366.wav,train,burping
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_3_aug_111.wav,train,burping
dataset_preprocessed/stage2\tired\cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti_segment_0_aug_260.wav,train,burping
dataset_preprocessed/stage2\discomfort\7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc_segment_1_aug_59.wav,train,burping
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu_segment_3_aug_207.wav,train,burping
dataset_preprocessed/stage2\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc_segment_0_aug_40.wav,train,burping
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch_segment_1.wav,train,burping
dataset_preprocessed/stage2\tired\D4665929-8695-4655-927F-63F09B2D4CB8-1430726940-1.0-f-26-ti_segment_2_aug_95.wav,train,burping
dataset_preprocessed/stage2\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089688-1.0-f-48-dc_segment_2_aug_168.wav,train,burping
dataset_preprocessed/stage2\hungry\19aae3d1-51c6-4ffb-aeb8-efb6ae7ba83e-1436861395462-1.7-m-48-hu_segment_2.wav,train,burping
dataset_preprocessed/stage2\hungry\5C2F730C-9721-40B7-A2D8-C257DB518978-1429966336-1.0-m-04-hu_segment_3.wav,train,burping
dataset_preprocessed/stage2\hungry\AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279454-1.0-m-26-hu_segment_0.wav,train,burping
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp_segment_2_aug_315.wav,train,burping
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti_segment_3_aug_256.wav,train,burping
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc_segment_2_aug_222.wav,train,burping
dataset_preprocessed/stage2\tired\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891957-1.1-m-72-ti_segment_1_aug_231.wav,train,burping
dataset_preprocessed/stage2\hungry\6639C63C-F634-489C-91B3-E3DB5930EFD5-1431370278-1.1-m-04-hu_segment_3.wav,train,burping
dataset_preprocessed/stage2\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu_segment_0.wav,train,burping
dataset_preprocessed/stage2\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp_segment_3_aug_43.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp_segment_2_aug_127.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu_segment_1_aug_311.wav,train,discomfort
dataset_preprocessed/stage2\tired\C5127741-5897-468C-A543-7F1B72569F0E-1428333964-1.0-m-26-ti_segment_2_aug_273.wav,train,discomfort
dataset_preprocessed/stage2\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu_segment_2_aug_180.wav,train,discomfort
dataset_preprocessed/stage2\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029246453-1.7-f-26-ti_segment_1_aug_131.wav,train,discomfort
dataset_preprocessed/stage2\hungry\F6C6D3EE-F139-48A4-9EAC-0A50EB011CDC-1430103957-1.0-m-04-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp_segment_3.wav,train,discomfort
dataset_preprocessed/stage2\hungry\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp_segment_3_aug_336.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc_segment_2_aug_295.wav,train,discomfort
dataset_preprocessed/stage2\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu_segment_3_aug_172.wav,train,discomfort
dataset_preprocessed/stage2\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu_segment_1_aug_71.wav,train,discomfort
dataset_preprocessed/stage2\tired\b4c460d8-bd6b-4017-9bb8-2ae4ff0c5af1-1430418266487-1.7-f-26-ti_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\hungry\4be720ce-a5e5-4a48-930f-a212f8a239f6-1434774932733-1.7-f-48-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp_segment_0_aug_213.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp_segment_0_aug_92.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc_segment_2_aug_224.wav,train,discomfort
dataset_preprocessed/stage2\tired\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891944-1.1-m-72-ti_segment_2_aug_121.wav,train,discomfort
dataset_preprocessed/stage2\hungry\7e3de9b8-2be5-473f-b8c3-c2657f1317bb-1430006339251-1.7-f-04-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu_segment_1_aug_110.wav,train,discomfort
dataset_preprocessed/stage2\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti_segment_2_aug_136.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc_segment_2_aug_134.wav,train,discomfort
dataset_preprocessed/stage2\tired\79FF400A-97E2-4701-987D-C7C850D5523C-1430089487-1.0-f-48-ti_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu_segment_1_aug_46.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp_segment_2_aug_316.wav,train,discomfort
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_1_aug_240.wav,train,discomfort
dataset_preprocessed/stage2\hungry\e4051e62-d21d-4bb8-a235-fd7e859ad787-1430739655763-1.7-m-04-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp_segment_3_aug_170.wav,train,discomfort
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti_segment_2_aug_5.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc_segment_3_aug_301.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc_segment_3_aug_147.wav,train,discomfort
dataset_preprocessed/stage2\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu_segment_3_aug_191.wav,train,discomfort
dataset_preprocessed/stage2\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu_segment_1_aug_235.wav,train,discomfort
dataset_preprocessed/stage2\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029221058-1.7-f-26-ti_segment_0_aug_102.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\hungry\edb5924c-07ba-4eaa-838b-aaf9511a219b-1431899400326-1.7-m-48-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\hungry\67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti_segment_1_aug_191.wav,train,discomfort
dataset_preprocessed/stage2\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu_segment_1_aug_232.wav,train,discomfort
dataset_preprocessed/stage2\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu_segment_1_aug_142.wav,train,discomfort
dataset_preprocessed/stage2\tired\D4665929-8695-4655-927F-63F09B2D4CB8-1430726940-1.0-f-26-ti_segment_0_aug_27.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc_segment_0_aug_15.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp_segment_1_aug_295.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch_segment_0_aug_104.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_segment_0_aug_247.wav,train,discomfort
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1430059864-1.0-f-04-ti_segment_1_aug_188.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc_segment_0_aug_248.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp_segment_2_aug_138.wav,train,discomfort
dataset_preprocessed/stage2\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu_segment_0_aug_257.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc_segment_2_aug_94.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp_segment_0_aug_34.wav,train,discomfort
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_2_aug_234.wav,train,discomfort
dataset_preprocessed/stage2\hungry\67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc_segment_1_aug_287.wav,train,discomfort
dataset_preprocessed/stage2\tired\D4665929-8695-4655-927F-63F09B2D4CB8-1430726940-1.0-f-26-ti_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc_segment_1_aug_269.wav,train,discomfort
dataset_preprocessed/stage2\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1430844940177-1.7-m-04-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp_segment_1_aug_168.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1431172241-1.0-f-48-ti_segment_0_aug_37.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp_segment_2_aug_57.wav,train,discomfort
dataset_preprocessed/stage2\tired\B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188766-1.1-m-26-ti_segment_2_aug_234.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc_segment_0_aug_44.wav,train,discomfort
dataset_preprocessed/stage2\hungry\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240037389-1.7-m-26-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu_segment_0_aug_102.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch_segment_1_aug_167.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1430059864-1.0-f-04-ti_segment_0_aug_31.wav,train,discomfort
dataset_preprocessed/stage2\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc_segment_0_aug_150.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc_segment_0_aug_171.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp_segment_2_aug_22.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp_segment_1_aug_240.wav,train,discomfort
dataset_preprocessed/stage2\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430739179429-1.7-f-26-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188766-1.1-m-26-ti_segment_0_aug_56.wav,train,discomfort
dataset_preprocessed/stage2\hungry\FAE74A94-9968-43ED-958C-50D7C4C1F13C-1430770858-1.0-f-22-hu_segment_3.wav,train,discomfort
dataset_preprocessed/stage2\tired\d5abedab-9ed5-48d0-a83b-fc00c33d6d6b-1430079192907-1.7-f-04-ti_segment_2_aug_155.wav,train,discomfort
dataset_preprocessed/stage2\hungry\DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664611-1.0-f-72-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu_segment_3_aug_275.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1426942891562-1.4-f-48-dc_segment_2_aug_254.wav,train,discomfort
dataset_preprocessed/stage2\tired\cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430110029205-1.7-m-26-ti_segment_1_aug_132.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc_segment_0_aug_76.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc_segment_3.wav,train,discomfort
dataset_preprocessed/stage2\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431587887997-1.7-m-04-ti_segment_0_aug_228.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp_segment_2_aug_314.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu_segment_2_aug_74.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch_segment_0_aug_228.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu_segment_1_aug_173.wav,train,discomfort
dataset_preprocessed/stage2\hungry\4be720ce-a5e5-4a48-930f-a212f8a239f6-1434737668804-1.7-f-48-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc_segment_0_aug_232.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431064345173-1.7-f-48-dc_segment_2_aug_35.wav,train,discomfort
dataset_preprocessed/stage2\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu_segment_1_aug_265.wav,train,discomfort
dataset_preprocessed/stage2\hungry\5f651112-d2a3-4911-b3a5-f37bfc092494-1430734658837-1.7-m-72-hu_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp_segment_0_aug_200.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp_segment_1_aug_184.wav,train,discomfort
dataset_preprocessed/stage2\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu_segment_0_aug_307.wav,train,discomfort
dataset_preprocessed/stage2\hungry\653bf718-94bd-40d0-af7c-8fe44e07640c-1430759231913-1.7-m-04-hu_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\hungry\0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu_segment_2_aug_280.wav,train,discomfort
dataset_preprocessed/stage2\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu_segment_3_aug_156.wav,train,discomfort
dataset_preprocessed/stage2\hungry\AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279454-1.0-m-26-hu_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\D1CB71F9-EF76-49B3-A703-41D557444D21-1436863419-1.1-f-26-dc_segment_3.wav,train,discomfort
dataset_preprocessed/stage2\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\hungry\dc5429de-26b4-48e2-bc47-bc607b9bba06-1430741828918-1.7-f-72-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\1309B82C-F146-46F0-A723-45345AFA6EA8-1430059864-1.0-f-04-ti_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti_segment_0_aug_51.wav,train,discomfort
dataset_preprocessed/stage2\hungry\5f0a1ed4-ee2c-493c-bc00-6b56aad78a72-1430933240505-1.7-m-72-hu_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc_segment_3_aug_95.wav,train,discomfort
dataset_preprocessed/stage2\hungry\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548250-1.0-f-48-hu_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144827-1.0-m-48-ti_segment_1_aug_108.wav,train,discomfort
dataset_preprocessed/stage2\hungry\539FDD32-6326-422E-A707-FCF063D3426C-1437073544-1.1-f-26-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\tired\d6cda191-4962-4308-9a36-46d5648a95ed-1431616581736-1.7-m-04-ti_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp_segment_3_aug_331.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp_segment_2_aug_145.wav,train,discomfort
dataset_preprocessed/stage2\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735057816-1.7-f-72-hu_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\tired\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891944-1.1-m-72-ti_segment_1_aug_176.wav,train,discomfort
dataset_preprocessed/stage2\hungry\3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859328-1.1-m-04-hu_segment_0.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp_segment_3_aug_160.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch_segment_0_aug_140.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp_segment_1_aug_90.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp_segment_0_aug_205.wav,train,discomfort
dataset_preprocessed/stage2\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu_segment_2_aug_313.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp_segment_0_aug_120.wav,train,discomfort
dataset_preprocessed/stage2\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp_segment_1_aug_20.wav,train,discomfort
dataset_preprocessed/stage2\tired\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548384-1.0-m-26-ti_segment_3_aug_255.wav,train,discomfort
dataset_preprocessed/stage2\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu_segment_2_aug_155.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc_segment_2.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc_segment_3_aug_291.wav,train,discomfort
dataset_preprocessed/stage2\tired\06c4cfa2-7fa6-4fda-91a1-ea186a4acc64-1430029246453-1.7-f-26-ti_segment_0_aug_90.wav,train,discomfort
dataset_preprocessed/stage2\tired\B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188766-1.1-m-26-ti_segment_1.wav,train,discomfort
dataset_preprocessed/stage2\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch_segment_2_aug_105.wav,train,discomfort
